Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Cordinate,Lat,Long,Maps
29,Wake Bali Adventure,"ATV Ride Wake Bali Adventure merupakan ATV pertama di Bali yang melalui trek persawahan, tebing, sungai , dan pantai berpasir hitam yang begitu indah. Panjang trek ini kurang 6,5 km dan memerlukan waktu tempuh sekitar 2,5 jam. Tapi jangan khawatir karena selama perjalanan, anda akan ditemani oleh pemandu yang sudah profesional.",Hobi,Gianyar,950000,4,,"{'lat': -8.5713927, 'lng': 115.3197533}",-8.5713927,115.3197533,"https://www.google.com/maps/place/Wake+Bali+Adventure/@-8.5713927,115.3197533,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd215d02c2c2f19:0x3d5aed6d4903c3d0!8m2!3d-8.571398!4d115.321942?authuser=0&hl=en"
30,Ulun Danu Beratan,"Pura Ulun Danu Beratan / Pura Penataran Agung Ulun Danu Beratan adalah salah satu  dari sembilan Pura Khayangan Jagat yang mengelilingi Pulau Bali, Pura ini adalah tempat yang digunakan oleh umat Hindu di Bali maupun Indonesia untuk memuja Tuhan Yang Maha Esa dalam manifestasi nya sebagai “Tri Murti” (Brahma, Wisnu & Siwa) dalam pengharapannya untuk kesuburan Tanah, Kemakmuran dan kesejahteraan manusia termasuk juga demi lestarinya alam semesta.",Budaya,Tabanan,30000,4.7,,"{'lat': -8.2751754, 'lng': 115.1646347}",-8.2751754,115.1646347,"https://www.google.com/maps/place/Ulun+Danu+Beratan+Temple/@-8.2751754,115.1646347,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd1896c9fac0857:0x18246568e4db1b53!8m2!3d-8.2751807!4d115.1668234?authuser=0&hl=en"
31,Pura Besakih,"Pura Besakih adalah sebuah kompleks pura di desa Besakih di lereng Gunung Agung di Bali timur , Indonesia . Ini adalah yang paling penting, candi terbesar dan tersuci Hindu Bali, dan salah satu dari serangkaian candi Bali . Bertengger hampir 1000 meter di sisi Gunung Agung, itu adalah kompleks luas dari 23 candi yang terpisah tetapi terkait dengan yang terbesar dan terpenting adalah Pura Penataran Agung. Candi ini dibangun pada enam tingkat, bertingkat di lereng. Pintu masuknya ditandai dengan candi bentar(gerbang terbelah), dan di luarnya Kori Agung merupakan pintu gerbang menuju pelataran kedua.",Budaya,Karangasem,30000,4.6,,"{'lat': -8.3725372, 'lng': 115.4480656}",-8.3725372,115.4480656,"https://www.google.com/maps/place/Besakih+Great+Temple/@-8.3725372,115.4480656,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd21cbe3748b2b7:0xbfc39798cd1bb4a!8m2!3d-8.3725751!4d115.4525169?authuser=0&hl=en"
32,Bali Wake Park,"Cable Wakeboarding di danau seluas 6 hektar, atau tantang diri Anda di Aqua Park terbesar di Asia di Aqua Land. Kami memiliki infinity pool dengan bar, Cables Cafe, Pro Shop untuk semua kebutuhan boarding Anda dan butik pakaian olahraga yang menampilkan Slam 69 dan Rip Curl gear. Penyimpanan gratis wakeboard dan perlengkapan untuk pengunjung dari luar negeri. Buka sekarang, Bunk House by Bali Wake Park, penginapan di tempat kami untuk tamu yang ingin bangun dari tempat tidur dan melompat ke atas kapal!""",,Denpasar,320000,4.4,,"{'lat': -8.7240429, 'lng': 115.2122562}",-8.7240429,115.2122562,"https://www.google.com/maps/place/Bali+Wake+Park/@-8.7240429,115.2122562,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd2416717d0a1ab:0xdd299a8a093a881b!8m2!3d-8.7240482!4d115.2144449?authuser=0&hl=en"
33,Bali Exotic Marine Park,Habiskan hari yang indah di Bali Exotic Marine Park dan saksikan bagaimana lumba-lumba berenang dan bermain di air. Jangan lewatkan kesempatan untuk membenamkan diri dalam kehidupan laut Bali dengan mengunjungi lembaga konservasi hewan ini,Edukasi,Denpasar,320000,4.7,,"{'lat': -8.7238644, 'lng': 115.214247}",-8.7238644,115.214247,"https://www.google.com/maps/place/Bali+Exotic+Marine+Park/@-8.7238644,115.214247,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd2419a57a1d77f:0x45e6740258630c37!8m2!3d-8.7238697!4d115.2164357?authuser=0&hl=en"
34,Camel Adventure Tour,"Bali Camel Adventure menyediakan paket naik unta berikut menyaksikan keindahan alam sunset di pantai Kelan dan dinner dengan suguhan seefood dengan menu ikan bakar, anda akan merasakan suasana romantis dengan pasangan terkasih anda.",Hobi,Badung,200000,4.7,,"{'lat': -8.7526328, 'lng': 115.163802}",-8.7526328,115.163802,"https://www.google.com/maps/place/Bali+Camel+Adventure+-+Kelan+Beach/@-8.7526328,115.163802,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd245f3d7768485:0xcf6d7e9f11686549!8m2!3d-8.7526328!4d115.163802!16s%2Fg%2F11gh_g7131?authuser=0&hl=en"
35,Taman Mumbul Sangeuh,Taman Mumbul Sangeh merupakan lokasi yang disucikan karena di taman ini terdapat sebuah tempat suci (pura) dan taman ini juga digunakan sebagai tempat upacara Melasti bagi masyarakat desa Sangeh. Di taman ini terdapat sebuah kolam dengan air yang sangat jernih dan dihuni oleh ribuan ikannya yang siap menyapa anda. Taman ini merupakan sebuah area hijau yang asri. Dari sisi sebelah selatan kolam kita bisa menyaksikan indahnya panorama kolam dan sekitarnya serta teduhnya pepohonan menaungi sebuah kolam.,Alam,Badung,0,4.6,,"{'lat': -8.4842768, 'lng': 115.1952199}",-8.4842768,115.1952199,"https://www.google.com/maps/place/Taman+Mumbul+Sangeh/@-8.4842768,115.1952199,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd2234a0ec16b41:0x6ca84c78904c852d!8m2!3d-8.4843196!4d115.2126867?authuser=0&hl=en"
36,Barong Tanah Kilap,"Grup Sari Wisata Budaya merupakan salah satu grup tari tradisional Bali di Denpasar yang rutin mengadakan Pertunjukan Tari Barong dan Kecak. Teaternya luas dan memiliki pengaturan tempat duduk yang tepat. Pertunjukan Barong setiap hari akan dimulai pada pukul 21:30 setiap hari, dan tari kecak pada pukul 18:00.",Budaya,Badung,100000,4.6,,"{'lat': -8.7188273, 'lng': 115.1902701}",-8.7188273,115.1902701,"https://www.google.com/maps/place/Barong+Tanah+Kilap+-+Sari+Wisata+Budaya+BALI/@-8.7188273,115.1902701,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd2414c5b2eae35:0x345684bb5f52fa7a!8m2!3d-8.7188326!4d115.1924588?authuser=0&hl=en"
37,Pantai Pandawa,"Pantai Pandawa Bali, salah satu pantai pasir putih terkenal di Bali yang wajib di kunjungi jika anda liburan di pulau dewata. Pandawa beach terletak di Desa Kutuh, Kabupaten Badung dan lebih terkenal di kalangan wisatawan mancanegara khususnya Australia dengan nama secret beach of Bali. Sedangkan masyarakat lokal lebih mengenal dengan nama pantai Kutuh.",Alam,Badung,8000,4.6,,"{'lat': -8.8454504, 'lng': 115.1866116}",-8.8454504,115.1866116,"https://www.google.com/maps/place/Pandawa+Beach+Bali/@-8.8454504,115.1866116,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd25b04f214986d:0x7277dbadb45a6499!8m2!3d-8.8454504!4d115.1866116!16s%2Fg%2F12q4w015p?authuser=0&hl=en"
38,Timbis Paradigling,"Taklukkan rasa takut Anda akan ketinggian dan nikmati sore hari terbang melalui aktivitas paralayang di Pantai Timbis, Bali. Terbang di atas Samudra Hindia yang menakjubkan dan lihat pura tersembunyi, tebing kapur, dan cakrawala Bali yang indah dari atas. Tidak perlu khawatir tentang keselamatan karena Anda akan mendapatkan pelajaran dasar paralayang dan prosedur keselamatan sebelum terbang",Hobi,Badung,750000,4.3,,"{'lat': -8.8419917, 'lng': 115.1920044}",-8.8419917,115.1920044,"https://www.google.com/maps/place/TIMBIS+FLYING+SITE+BALI/@-8.8419917,115.1920044,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd25c9cfdc71cdd:0xfd44618950960bea!8m2!3d-8.8419917!4d115.1920044!16s%2Fg%2F11b7l45knj?authuser=0&hl=en"
39,Bali Safari Marine Park,"Bali Safari and Marine Park atau Taman Safari Indonesia III adalah cabang dari Taman Safari yang terletak di Gianyar , Bali. Bali Safari & Marine Park adalah sebuah taman hiburan yang menawarkan hiburan budaya Bali dan desain terbaru dalam pertemuan satwa liar. Taman ini adalah rumah bagi lebih dari 1000 individu hewan dari 100 spesies eksotis dan endemik Indonesia yang dipilih seperti Komodo, Orangutan, Jalak Bali dan Gajah Sumatera dan banyak lagi.",Alam,Gianyar,720000,4.7,,"{'lat': -8.5842426, 'lng': 115.3467987}",-8.5842426,115.3467987,https://www.google.com/maps/place/Bali+safari+%26+marine+park/data=!4m6!3m5!1s0x2dd2157abd73cb41:0xb57b5bbc45232c30!8m2!3d-8.5842426!4d115.3467987!16s%2Fg%2F11l_fpxw_p?authuser=0&hl=en&rclk=1
40,Kemenuh Butterfly Park,"Bagi Anda pecinta kupu-kupu maka wajib berkunjung ke Kemenuh Butterfly Park, dimana tempat ini merupakan tempat yang wajib dikunjungi bersama keluarga. Karena di tempat ini si kecil dapat melihat kupu-kupu dalam jarak yang dekat, tidak heran jika tempat ini dijadikan wisata edukasi karena cocok dikunjungi oleh anak-anak. Namun bukan berarti orang dewasa tidak cocok berkunjung ke tempat ini.",Alam,Gianyar,100000,4.2,,"{'lat': -8.5652859, 'lng': 115.2843071}",-8.5652859,115.2843071,https://www.google.com/maps/place/Kemenuh+Butterfly+Park/data=!4m6!3m5!1s0x2dd215ffeb420f4b:0x2d7cad8c0bd44ed7!8m2!3d-8.5652859!4d115.2843071!16s%2Fg%2F11fj7t_s6v?authuser=0&hl=en&rclk=1
41,Bali Bird Park,"Lengkapi liburan Anda di Bali dengan menghabiskan hari yang menyenangkan di Bali Bird Park, rumah bagi 1.000 burung dari 250 spesies dari seluruh dunia. Jelajahi pameran yang dibagi ke dalam wilayah asal burung, seperti Amerika Selatan dan Afrika Selatan hingga Kalimantan dan Papua untuk menemukan kakatua, pelikan, macaw, dan banyak lagi di habitat aslinya. ",Alam,Gianyar,60000,4.6,,"{'lat': -8.59998, 'lng': 115.25185}",-8.59998,115.25185,https://www.google.com/maps/place/Bali+Bird+Park/data=!4m6!3m5!1s0x2dd23e4efac54c0f:0x5f8920acf656382c!8m2!3d-8.59998!4d115.25185!16s%2Fm%2F0_fn070?authuser=0&hl=en&rclk=1
42,Pura Penataran Agung Lempuyang,"Pura Penataran Agung Lempuyang adalah sebuah pura yang terletak di lereng Gunung Lempuyang di Karangasem, Bali. Pura Penataran Agung Lempuyang dianggap sebagai bagian dari kompleks pura di sekitar Gunung Lempuyang, salah satu pura yang sangat dihormati di Bali. Pura-pura di Gunung Lempuyang, yang diwakili oleh pura tertinggi di puncak Gunung Lempuyang, Pura Lempuyang Luhur, merupakan salah satu Sad Kahyangan Jagad, atau ""enam tempat suci dunia"", enam tempat sembahyang paling suci di Bali.",Budaya,Karangasem,100000,4.4,,"{'lat': -8.3916251, 'lng': 115.6312085}",-8.3916251,115.6312085,https://www.google.com/maps/place/Pura+Penataran+Agung+Lempuyang/data=!4m6!3m5!1s0x2dd2071753222893:0x40a0fd58fe779263!8m2!3d-8.3916251!4d115.6312085!16s%2Fg%2F11gdkpxymn?authuser=0&hl=en&rclk=1
43,Museum Puri Lukisan,"Museum Puri Lukisan (bernama lengkap Museum Puri Lukisan Ratna Wartha) adalah museum yang menjadi tempat dari berbagai koleksi kesenian budaya Bali berupa lukisan dan hasil ukiran kayu dari yang tradisional sampai yang modern. Museum ini merupakan museum seni tertua di Bali yang menyimpan koleksi sejak tahun 1930 hingga saat ini. Museum ini menyimpak koleksi kesenian berbagai budaya Bali, termasuk Ubud, Sanur, Batuan, Young Artist, dan sekolah Keliki. Museum Puri Lukisan berada di Jalan Raya Ubud, Gianyar, dan berjarak sekitar 40 menit dari bandara Ngurah Rai.",Budaya,Gianyar,85000,4.3,,"{'lat': -8.5052035, 'lng': 115.2602709}",-8.5052035,115.2602709,"https://www.google.com/maps/place/Museum+Puri+Lukisan/@-8.5052035,115.2602709,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23d6aac844e31:0x1cf8abb996ec8402!8m2!3d-8.5052035!4d115.2602709!16s%2Fm%2F053p5q2?authuser=0&hl=en"
44,Bali Fantasi Benoa Bay,"Bali Fantasi adalah salah satu taman penyu di Desa Tanjung Benoa. Taman penyu Bali Fantasi dikelola oleh komunitas organisasi lokal. Berdasarkan hal tersebut, penelitian ini untuk mengetahui bagaimana masyarakat lokal mengelola Bali Fantasi ke Taman Atraksi Wisata.",Alam,Badung,10000,4.3,,"{'lat': -8.7648039, 'lng': 115.2135184}",-8.7648039,115.2135184,"https://www.google.com/maps/place/Bali+Fantasi+Benoa+Bay+(Turtle+park)/@-8.7648039,115.2135184,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd243a3b2cc0df7:0x81f64aaa7cb7cf80!8m2!3d-8.7648048!4d115.215707?authuser=0&hl=en"
45,Desa Penglipuran,"Desa Penglipuran adalah salah satu desa adat yang terletak di Kabupaten Bangli , Provinsi Bali , Indonesia . Desa Penglipuran terkenal sebagai salah satu tujuan wisata di Bali karena masyarakatnya yang masih melestarikan budaya tradisional mereka dalam kehidupan sehari-hari. Arsitektur bangunan dan pengolahan lahan masih mengikuti konsep Tri Hita Karana, falsafah masyarakat Bali tentang keseimbangan hubungan antara Tuhan, manusia dan lingkungannya. Desa Penglipuran berhasil membangun pariwisata yang bermanfaat bagi seluruh masyarakatnya tanpa kehilangan budaya dan tradisinya. Pada tahun 1995, Desa Penglipuran juga menerima penghargaan Kalpataru dari Pemerintah Indonesia atas upayanya menjaga Hutan Bambu di ekosistem lokalnya.",Budaya,Bangli,25000,4.8,,"{'lat': -8.4222473, 'lng': 115.359306}",-8.4222473,115.359306,https://www.google.com/maps/place/Penglipuran+Village/data=!4m6!3m5!1s0x2dd2196eace4f4a9:0x3319169adf0c3419!8m2!3d-8.4222473!4d115.359306!16s%2Fg%2F11g6htx9w5?authuser=0&hl=en&rclk=1
46,Bukit Teletubbies,Bukit Teletubbies sebagai tempat prewed yang asyik dan menyenangkan. Bukit ini diberi nama karena situs Teletubbies hampir seperti syuting film Teletubbies. Dimana terdapat gundukan-gundukan tinggi yang dihiasi rerumputan dan tanaman yang hijau serta jarak antara perbukitan yang berdekatan.,Alam,Klungkung,10000,4.1,,"{'lat': -8.7853848, 'lng': 115.5747842}",-8.7853848,115.5747842,https://www.google.com/maps/place/Teletubbies+Hill/data=!4m6!3m5!1s0x2dd277452427f161:0x83d3bad6685cda4b!8m2!3d-8.7853848!4d115.5747842!16s%2Fg%2F11cjptm88q?authuser=0&hl=en&rclk=1
47,Manta Point,"Manta point adalah salah satu tempat menyelam paling terkenal di Nusa Penida karena Anda dapat melihat pari Manta hampir sepanjang tahun. Dan dengan panduan yang baik, Anda akan melihat lebih dari Manta: hiu, makro, pari marmer, pari elang, pari menyengat. Kami bahkan melihat Mola Mola di sana. Kesempatan untuk penemuan hebat atau penyelaman yang menyenangkan selama perjalanan Anda ke Bali!",Hobi,Denpasar,150000,4.5,,"{'lat': -8.7939035, 'lng': 115.527015}",-8.7939035,115.527015,https://www.google.com/maps/place/Manta+Point/data=!4m6!3m5!1s0x2dd27a79360f65f5:0x601f003277685a06!8m2!3d-8.7939035!4d115.527015!16s%2Fg%2F11c0qgmmj9?authuser=0&hl=en&rclk=1
48,Taman Edelweis,"Taman Edelweis ini sangat cocok sebagai tempat berlibur untuk keluarga. Karena disana terdapat taman bunga yang indah. Terdapat jenis bunga kansa atau edelweis yang mendominasi. Oh iya, bunga kansa sendiri merupakan bunga yang identik dengan adat istiadat masyarakat Bali, dimana tak jarang diadakan upacara keagamaan dengan menggunakan bunga kansa sebagai salah satunya.",Alam,Karangasem,10000,4.5,,"{'lat': -8.3691187, 'lng': 115.4636653}",-8.3691187,115.4636653,"https://www.google.com/maps/place/Taman+Edelweis+Bali/@-8.3691187,115.4636653,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd21db916c3b987:0x9edfee0513c3844!8m2!3d-8.3691187!4d115.4636653!16s%2Fg%2F11g19vp3p9?authuser=0&hl=en"
49,Bali Countryside,"Bali Countryside atau Pedesaan Bali adalah properti yang dimiliki oleh keluarga Bali, diciptakan untuk menawarkan cara alternatif untuk menemukan Bali dan melibatkan diri menuju pengembangan pariwisata berkelanjutan. Antara lain, kita bisa mengadakan trekking di sawah dan workshop budaya dengan penduduk setempat untuk belajar tentang budaya Bali.",Edukasi,Karangasem,0,4.5,,"{'lat': -8.505544, 'lng': 115.425761}",-8.505544,115.425761,https://www.google.com/maps/place/Bali+Countryside+Sidemen/data=!4m6!3m5!1s0x2dd210f87453e769:0x6c3a2008aef6f898!8m2!3d-8.505544!4d115.425761!16s%2Fg%2F11bwkgmsh7?authuser=0&hl=en&rclk=1
50,Pantai dan Hutan Tembeling,"Tembeling (atau Temeling)  salah satu daya tarik pulau Nusa Penida, masih terpencil. Anda akan menemukan di satu tempat yang sama sebuah hutan primer, kolam alami dan tempat yang sangat romantis di tepi laut.",Alam,Klungkung,60000,4.6,,"{'lat': -8.7706991, 'lng': 115.4969556}",-8.7706991,115.4969556,https://www.google.com/maps/place/Tembeling+Beach+and+Forest/data=!4m6!3m5!1s0x2dd27a78c4f85747:0x5a24fa6829eb4397!8m2!3d-8.7706991!4d115.4969556!16s%2Fg%2F11b88jmcnk?authuser=0&hl=en&rclk=1
51,Dolphin Water Sport,"Dolphin Watersports adalah salah satu dari banyak perusahaan olahraga air di Tanjung Benoa, Nusa Dua. Terletak di jalan Segara Lor Tanjung Benoa, hanya sekitar 40 menit dari Bandara Ngurah Rai. Perusahaan ini melayani aktivitas olahraga air seperti parasailing, banana boat, jet ski, fly fish, snorkeling, scuba diving, dan masih banyak lagi. Dioperasikan dan didukung oleh staf profesional dan standar internasional dari semua peralatan keselamatan.",Hobi,Badung,472000,4.1,,"{'lat': -8.7530772, 'lng': 115.2202874}",-8.7530772,115.2202874,https://www.google.com/maps/place/Bali+Dolphin+Water+Sport+Adventure/data=!4m6!3m5!1s0x2dd243b8e6c58b87:0xe958bb6d54a9d706!8m2!3d-8.7530772!4d115.2202874!16s%2Fg%2F11cmr0sdq1?authuser=0&hl=en&rclk=1
52,Pulau Peninsula Nusa Dua,"Pulau Peninsula Nusa Dua di wilayah Badung ini, ditata dengan baik, bagian terbesarnya adalah lapangan padang rumput hijau yang selalu dirawat dan tertata rapi, pada bagian tengah tanah lapang hijau terdapat sebuah tugu berdiri dengan patung Arjuna – Krisna. Tugu tersebut seolah menyambut kedatangan wisatawan yang berkunjung ke objek wisata ini. Ruang terbuka hijau ini menjadi destinasi wisata atau tempat rekreasi yang ideal untuk mengisi liburan keluarga terutama anak-anak.",Alam,Badung,250000,4.5,,"{'lat': -8.802634, 'lng': 115.238981}",-8.802634,115.238981,"https://www.google.com/maps/place/Peninsula+Island/@-8.802634,115.238981,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd242d7ab709d33:0x39de1606c19ad392!8m2!3d-8.802634!4d115.238981!16s%2Fg%2F1q6crdh9p?authuser=0&hl=en"
53,Pantai Kuta,"Pantai ini terkenal sejak awal 1970-an. Pantai Kuta dikenal juga dengan sebutan Sunset Beach, kebalikan dari Sunrise Beach, nama lain dari Pantai Sanur . Resor mewah, restoran, dan klub terletak di sepanjang pantai. Pada tahun 2011, pagar batu pasir putih sepanjang dua meter yang dibangun dengan gaya arsitektur Bali, dibangun di sepanjang jalan untuk memblokir pasir agar tidak masuk ke kafe dan restoran. Proyek ini menelan biaya Rp4 miliar ($0,47 juta). Beberapa turis tidak menyukainya karena dianggap menghalangi pemandangan pantai, sementara yang lain percaya tembok itu membantu meredam suara dari lalu lintas yang padat di jalan yang berdekatan. Untuk membuat pantai lebih bersih, mulai akhir Agustus 2011, pedagang dilarang menjual makanan di pantai, tetapi masih diperbolehkan menjual minuman dan suvenir.",Alam,Badung,0,4.6,,"{'lat': -8.7127552, 'lng': 115.1668777}",-8.7127552,115.1668777,https://www.google.com/maps/place/Kuta+Beach/data=!4m6!3m5!1s0x2dd24781456bb291:0x7174dc29ec5b0282!8m2!3d-8.7127552!4d115.1668777!16s%2Fg%2F11cjhzvk9x?authuser=0&hl=en&rclk=1
54,Monumen Bajra Sandhi,"Monumen Bajra Sandhi merupakan monumen perjuangan rakyat Bali sepanjang sejarah. [2] Monumen ini terletak di depan Kantor Gubernur Bali di Denpasar , Indonesia , di pulau Bali . Monumen ini dibangun pada tahun 1987, diresmikan oleh presiden Megawati Soekarnoputri pada tanggal 14 Juni 2003.",Budaya,Denpasar,25000,4.6,,"{'lat': -8.6717348, 'lng': 115.233902}",-8.6717348,115.233902,https://www.google.com/maps/place/Bajra+Sandhi+Monument/data=!4m6!3m5!1s0x2dd240f5b0baad2f:0xf67150ab4e009a2c!8m2!3d-8.6717348!4d115.233902!16s%2Fm%2F0n45qhz?authuser=0&hl=en&rclk=1
55,Charlie Chocolate Factory,Ciri khas yang melekat dari Rumah Coklat ini terdapat pada bangunan dengan desain unik sekaligus menjadi ikon menarik bagi kalangan wisatawan untuk berfoto. Anda mungkin juga akan takjub dengan model bangunan seperti rumah hobbit dengan atap runcing dan jendela bundar. Bangunan ini bukanlah villa melainkan dapur sebagai tempat untuk menyiapkan hidangan yang dipesan pengunjung atau berupa kios yang menjual bubuk coklat.,Alam,Karangasem,10000,3.8,,"{'lat': -8.4831606, 'lng': 115.6173015}",-8.4831606,115.6173015,https://www.google.com/maps/place/Bali+Chocolate+Factory/data=!4m6!3m5!1s0x2dd2085e4bd07a79:0xe88e5504d35d43ac!8m2!3d-8.4831606!4d115.6173015!16s%2Fg%2F11b8zxwczb?authuser=0&hl=en&rclk=1
